487,6
488,6
489,7
490,5
491,6
492,8
493,6
494,6
495,6
496,5
497,5
498,6
499,7
500,6
501,7
502,5
503,6
504,6
505,6
506,5
507,7
508,7
509,6
510,6
511,6
512,6
513,7
514,7
515,6
516,7
517,6
518,6
519,6
520,5
521,6
522,6
523,7
524,6
525,6
526,6
527,8
528,5
529,8
530,6
531,6
532,5
533,5
534,7
535,6
536,7
537,6
538,6
539,5
540,5
541,5
542,6
543,7
544,6
545,6
546,5
547,7
548,6
549,5
550,7
551,6
552,6
553,6
554,6
555,7
556,6
557,5
558,7
559,7
560,6
561,7
562,6
563,7
564,4
565,5
566,7
567,6
568,6
569,6
570,6
571,5
572,8
573,6
574,6
575,5
576,5
577,6
578,6
579,8
580,5
581,6
582,5
583,5
584,6
585,5
586,5
587,5
588,7
589,7
590,6
591,7
592,7
593,5
594,5
595,6
596,6
597,5
598,6
599,5
600,5
601,6
602,6
603,7
604,7
605,7
606,6
607,7
608,6
609,5
610,5
611,6
612,8
613,5
614,6
615,5
616,6
617,6
618,5
619,6
620,6
621,6
622,6
623,6
624,6
625,6
626,5
627,6
628,7
629,6
630,7
631,7
632,6
633,6
634,5
635,7
636,5
637,5
638,7
639,6
640,5
641,7
642,7
643,6
644,6
645,6
646,6
647,6
648,7
649,6
650,6
651,6
652,6
653,6
654,6
655,6
656,6
657,8
658,5
659,6
660,5
661,6
662,5
663,8
664,5
665,6
666,6
667,6
668,6
669,7
670,7
671,8
672,5
673,6
674,5
675,6
676,5
677,5
678,5
679,6
680,7
681,6
682,5
683,5
684,6
685,6
686,6
687,6
688,6
689,6
690,7
691,6
692,5
693,6
694,6
695,6
696,7
697,5
698,5
699,6
700,8
701,5
702,6
703,6
704,5
705,5
706,6
707,6
708,5
709,6
710,6
711,6
712,5
713,5
714,6
715,5
716,5
717,5
718,7
719,6
720,6
721,7
722,6
723,5
724,6
725,6
726,5
727,7
728,5
729,6
730,6
731,7
732,5
733,5
734,6
735,5
736,6
737,7
738,5
739,6
740,7
741,5
742,6
743,5
744,6
745,5
746,6
747,6
748,5
749,7
750,6
751,6
752,6
753,6
754,6
755,6
756,5
757,6
758,5
759,6
760,6
761,5
762,5
763,7
764,5
765,5
766,5
767,6
768,7
769,6
770,5
771,6
772,6
773,6
774,6
775,6
776,5
777,5
778,5
779,6
780,7
781,5
782,6
783,5
784,6
785,6
786,6
787,5
788,5
789,6
790,6
791,6
792,6
793,5
794,6
795,5
796,5
797,6
798,6
799,6
800,6
801,7
802,6
803,7
804,6
805,6
806,6
807,7
808,6
809,5
810,7
811,5
812,7
813,6
814,5
815,7
816,7
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,6
827,6
828,6
829,6
830,7
831,5
832,5
833,5
834,5
835,7
836,6
837,6
838,7
839,7
840,5
841,6
842,5
843,6
844,5
845,6
846,5
847,6
848,5
849,6
850,6
851,7
852,6
853,5
854,6
855,5
856,6
857,5
858,5
859,6
860,5
861,6
862,6
863,7
864,6
865,6
866,5
867,5
868,5
869,6
870,5
871,5
872,6
873,6
874,6
875,5
876,7
877,6
878,5
879,5
880,7
881,6
882,6
883,5
884,6
885,6
886,6
887,6
888,5
889,6
890,6
891,7
892,5
893,6
894,6
895,6
896,6
897,8
898,5
899,6
900,5
901,6
902,6
903,5
904,7
905,6
906,6
907,6
908,5
909,6
910,6
911,5
912,5
913,6
914,6
915,6
916,5
917,6
918,6
919,5
920,6
921,4
922,5
923,6
924,4
925,5
926,6
927,7
928,6
929,5
930,5
931,6
932,5
933,7
934,6
935,7
936,6
937,6
938,6
939,6
940,6
941,5
942,6
943,6
944,6
945,6
946,5
947,8
948,6
949,5
950,6
951,6
952,5
953,6
954,6
955,5
956,6
957,5
958,7
959,5
960,7
961,6
962,6
963,7
964,5
965,6
966,6
967,7
968,6
969,8
970,5
971,6
972,6
973,5
974,6
975,5
976,6
977,5
978,6
979,5
980,5
981,5
982,5
983,6
984,6
985,5
986,6
987,6
988,6
989,5
990,5
991,5
992,6
993,6
994,6
995,6
996,7
997,6
998,6
999,6
1000,6
1001,5
1002,5
1003,5
1004,5
1005,6
1006,5
1007,7
1008,5
1009,5
1010,6
1011,5
1012,6
1013,6
1014,5
1015,5
1016,5
1017,6
1018,6
1019,5
1020,5
1021,5
1022,5
1023,6
1024,6
1025,8
1026,6
1027,5
1028,6
1029,6
1030,6
1031,5
1032,7
1033,6
1034,6
1035,6
1036,6
1037,6
1038,6
1039,7
1040,6
1041,5
1042,6
1043,5
1044,6
1045,6
1046,7
1047,5
1048,7
1049,5
1050,6
1051,5
1052,7
1053,6
1054,6
1055,5
1056,6
1057,7
1058,5
1059,6
1060,7
1061,6
1062,4
1063,6
1064,7
1065,5
1066,6
1067,5
1068,8
1069,6
1070,7
1071,5
1072,6
1073,6
1074,6
1075,7
1076,5
1077,7
1078,6
1079,4
1080,6
1081,6
1082,6
1083,5
1084,6
1085,5
1086,5
1087,6
1088,8
1089,7
1090,6
1091,6
1092,8
1093,5
1094,7
1095,6
1096,6
1097,6
1098,6
1099,6
1100,6
1101,5
1102,5
1103,7
1104,5
1105,5
1106,6
1107,5
1108,6
1109,6
1110,7
1111,6
1112,7
1113,6
1114,6
1115,6
1116,4
1117,6
1118,5
1119,5
1120,6
1121,5
1122,7
1123,4
1124,6
1125,6
1126,6
1127,5
1128,6
1129,5
1130,5
1131,6
1132,6
1133,5
1134,6
1135,7
1136,5
1137,5
1138,7
1139,7
1140,6
1141,8
1142,6
1143,8
1144,6
1145,5
1146,5
1147,6
1148,6
1149,5
1150,5
1151,5
1152,6
1153,5
1154,6
1155,6
1156,6
1157,5
1158,5
1159,6
1160,7
1161,5
1162,6
1163,6
1164,5
1165,6
1166,6
1167,6
1168,6
1169,6
1170,6
1171,5
1172,5
1173,6
1174,6
1175,6
1176,6
1177,7
1178,6
1179,5
1180,6
1181,6
1182,5
1183,6
1184,5
1185,5
1186,5
1187,6
1188,7
1189,5
1190,7
1191,5
1192,6
1193,5
1194,6
1195,6
1196,6
1197,6
1198,6
1199,5
1200,5
1201,6
1202,6
1203,7
1204,6
1205,6
1206,7
1207,6
1208,6
1209,6
1210,5
1211,6
1212,7
1213,6
1214,6
1215,6
1216,8
1217,6
1218,6
1219,6
1220,7
1221,6
1222,6
1223,6
1224,6
1225,5
1226,7
1227,5
1228,6
1229,6
1230,6
1231,6
1232,6
1233,7
1234,5
1235,6
1236,6
1237,6
1238,6
1239,7
1240,7
1241,6
1242,7
1243,6
1244,7
1245,6
1246,7
1247,7
1248,6
1249,5
1250,6
1251,6
1252,6
1253,6
1254,5
1255,6
1256,5
1257,6
1258,6
1259,5
1260,7
1261,6
1262,5
1263,6
1264,6
1265,5
1266,6
1267,5
1268,6
1269,5
1270,6
1271,6
1272,5
1273,6
1274,5
1275,6
1276,6
1277,5
1278,6
1279,7
1280,5
1281,6
1282,5
1283,6
1284,5
1285,6
1286,5
1287,6
1288,6
1289,6
1290,6
1291,5
1292,6
1293,6
1294,6
1295,5
1296,6
1297,6
1298,7
1299,6
1300,5
1301,5
1302,5
1303,5
1304,5
1305,7
1306,6
1307,6
1308,5
1309,7
1310,6
1311,6
1312,6
1313,5
1314,6
1315,6
1316,5
1317,6
1318,7
1319,5
1320,6
1321,7
1322,5
1323,5
1324,7
1325,5
1326,5
1327,7
1328,6
1329,6
1330,7
1331,7
1332,7
1333,7
1334,7
1335,6
1336,7
1337,6
1338,6
1339,5
1340,6
1341,7
1342,5
1343,5
1344,5
1345,7
1346,6
1347,7
1348,6
1349,5
1350,6
1351,6
1352,6
1353,6
1354,7
1355,6
1356,7
1357,5
1358,6
1359,6
1360,5
1361,5
1362,5
1363,5
1364,6
1365,6
1366,6
1367,7
1368,6
1369,7
1370,6
1371,7
1372,6
1373,4
1374,5
1375,6
1376,5
1377,6
1378,6
1379,5
1380,6
1381,6
1382,6
1383,6
1384,6
1385,6
1386,6
1387,6
1388,6
1389,8
1390,6
1391,5
1392,6
1393,5
1394,7
1395,7
1396,5
1397,5
1398,6
1399,5
1400,6
1401,6
1402,5
1403,5
1404,6
1405,6
1406,6
1407,6
1408,6
1409,5
1410,6
1411,5
1412,7
1413,5
1414,6
1415,6
1416,5
1417,6
1418,5
1419,5
1420,6
1421,5
1422,6
1423,5
1424,6
1425,6
1426,6
1427,6
1428,7
1429,6
1430,7
1431,5
1432,6
1433,5
1434,5
1435,6
1436,6
1437,6
1438,5
1439,5
1440,8
1441,6
1442,6
1443,6
1444,5
1445,6
1446,5
1447,6
1448,5
1449,6
1450,6
1451,5
1452,5
1453,6
1454,5
1455,5
1456,5
1457,6
1458,5
1459,6
1460,6
1461,6
1462,5
1463,5
1464,7
1465,6
1466,5
1467,6
1468,6
1469,6
1470,6
1471,6
1472,6
1473,7
1474,6
1475,6
1476,7
1477,6
1478,6
1479,6
1480,5
1481,6
1482,7
1483,6
1484,6
1485,6
1486,6
1487,6
1488,5
1489,6
1490,6
1491,6
1492,5
1493,5
1494,5
1495,5
1496,6
1497,5
1498,5
1499,7
